id,title,content,summary,url,date
84,Why One of Uniswap DAO’s Most Outspoken Members Just Walked Away in Frustration,,,https://www.coindesk.com/tech/2025/05/07/why-one-of-uniswap-dao-most-outspoken-members-just-walked-away-in-frustration,2025-05-09
85,"Ethereum Activates ‘Pectra’ Upgrade, Raising Max Stake to 2,048 ETH",,,https://www.coindesk.com/tech/2025/05/07/ethereum-activates-pectra-upgrade-raising-max-stake-to-2048-eth,2025-05-09
86,Samourai Wallet Prosecutors Say Delayed FinCEN Disclosure Wasn’t a Brady Violation,,,https://www.coindesk.com/policy/2025/05/09/samourai-wallet-prosecutors-say-delayed-fincen-disclosure-wasn-t-a-brady-violation,2025-05-09
87,Cheyenne Ligon,,,https://www.coindesk.com/author/cheyenne-ligon,2025-05-09
88,Gemini Secures MiFID II License From Malta to Offer Derivatives in EEA,,,https://www.coindesk.com/policy/2025/05/09/gemini-secures-mifid-ii-license-from-malta-to-offer-derivatives-in-eea,2025-05-09
89,"SEC, Ripple Ink $50M Settlement Agreement, Ask NY Judge for Green Light",,,https://www.coindesk.com/policy/2025/05/08/sec-ripple-ink-usd50m-settlement-agreement-ask-ny-judge-for-green-light,2025-05-09
90,Celsius Founder Alex Mashinsky Sentenced to 12 Years in Prison for Fraud,,,https://www.coindesk.com/policy/2025/05/08/celsius-founder-alex-mashinsky-sentenced-to-12-years-in-prison-for-fraud,2025-05-09
91,Why Crypto Adoption Stalled – And What Can Restart It,,,https://www.coindesk.com/sponsored-content/why-crypto-adoption-stalled-and-what-can-restart-it,2025-05-09
92,TELUS Digital,,,https://www.telusdigital.com/crypto-cx-solutions,2025-05-09
93,"DOGE, XRP, ETH, SOL Follow Bitcoin Through the Cloud as Altcoin Momentum Builds",,,https://www.coindesk.com/markets/2025/05/09/from-bitcoin-topping-cloud-to-doge-xrp-eth-sol-catching-up-momentum-builds-in-the-altcoin-sector,2025-05-09
94,What’s Next for Bitcoin With Crypto Market Cheering Trump's Trade Deal Hype?,,,https://www.coindesk.com/markets/2025/05/08/what-s-next-for-bitcoin-with-crypto-market-cheering-trump-s-trade-deal-hype,2025-05-09
95,Bettors Lose Millions Predicting the New Pope as Polymarket Edge Fizzles Out,,,https://www.coindesk.com/markets/2025/05/09/bettors-lose-millions-predicting-the-new-pope-as-polymarket-edge-fizzles-out,2025-05-09
96,"Bitcoin's Price Surge to $104K Liquidates Nearly $400M in Bearish BTC Bets, Opening Doors to Further Gains",,,https://www.coindesk.com/markets/2025/05/09/bitcoin-s-price-surge-to-usd104k-liquidates-nearly-usd400m-in-bearish-btc-bets-opening-doors-to-further-gains,2025-05-09
97,"Explosive ETH, ADA, DOGE Moves Spur $800M in Short Liquidations, Highest Since 2023",,,https://www.coindesk.com/markets/2025/05/09/explosive-eth-ada-doge-moves-spur-800m-in-short-liquidations-highest-since-2023,2025-05-09
98,Metaplanet Plans a Further $21M Bond Sale to Buy More BTC,,,https://www.coindesk.com/markets/2025/05/09/metaplanet-plans-a-further-21m-bond-sale-to-buy-more-btc,2025-05-09
99,CoinDesk Weekly Recap: Even ETH Is Up,,,https://www.coindesk.com/news-analysis/2025/05/09/coindesk-weekly-recap-even-eth-is-up,2025-05-09
100,Celsius Founder Alex Mashinsky Sentenced to 12 Years in Prison for Fraud,,,https://www.coindesk.com/policy/2025/05/08/celsius-founder-alex-mashinsky-sentenced-to-12-years-in-prison-for-fraud,2025-05-09
101,Opinion,,,https://www.coindesk.com/opinion,2025-05-09
102,How the Democrats’ Path to 2026 Victory Goes Through Decentralized Crypto,,,https://www.coindesk.com/opinion/2025/05/08/how-the-democrats-path-to-2026-victory-goes-through-decentralized-crypto,2025-05-09
103,Hermine Wong,,,https://www.coindesk.com/author/hermine-wong,2025-05-09
104,Stabledollars: The Third Act of Dollar Reinvention,,,https://www.coindesk.com/opinion/2025/05/06/stabledollars-the-third-act-of-dollar-reinvention,2025-05-09
105,John deVadoss,,,https://www.coindesk.com/author/john-devadoss,2025-05-09
106,Will Crypto Values Survive the Regulatory Wave?,,,https://www.coindesk.com/opinion/2025/05/06/will-crypto-values-survive-the-regulatory-wave,2025-05-09
107,Ivo Entchev,,,https://www.coindesk.com/author/ivo-entchev,2025-05-09
108,Reflections on Those MSTR Bitcoin ‘Earnings’,,,https://www.coindesk.com/opinion/2025/05/05/reflections-on-those-mstr-bitcoin-earnings,2025-05-09
109,Andy Baehr,,,https://www.coindesk.com/author/andy-baehr,2025-05-09
110,Press Releases,,,https://www.coindesk.com/press-release,2025-05-09
111,JAM featured at ETHLisbon- offers glimpse into the future of Web3 infrastructure,,,https://www.coindesk.com/press-release/2025/05/05/jam-featured-at-ethlisbon-offers-glimpse-into-the-future-of-web3-infrastructure,2025-05-09
112,Bybit Showcased Innovative Payments and Crypto Solutions at Web Summit Rio 2025,,,https://www.coindesk.com/press-release/2025/05/03/bybit-showcased-innovative-payments-and-crypto-solutions-at-web-summit-rio-2025,2025-05-09
113,Immediate Attention Required for LocalBitcoins.com Users,,,https://www.coindesk.com/press-release/2025/05/02/immediate-attention-required-for-localbitcoins-com-users,2025-05-09
114,MEXC Ventures Announces $300 Million Ecosystem Development Fund at Token2049 Event,,,https://www.coindesk.com/press-release/2025/05/02/mexc-ventures-announces-usd300-million-ecosystem-development-fund-at-token2049-event,2025-05-09
115,"BYDFi Partners with Ledger to Launch Limited Edition Hardware Wallet, Debuts at TOKEN2049 Dubai",,,https://www.coindesk.com/press-release/2025/04/30/bydfi-partners-with-ledger-to-launch-limited-edition-hardware-wallet-debuts-at-token2049-dubai,2025-05-09
116,"Coinbase Divides Wall Street Analysts After Earnings Miss, Deribit Takeover",,,https://www.coindesk.com/markets/2025/05/09/coinbase-draws-mixed-reviews-from-wall-street-after-q1-earnings-miss-deribit-acquisition,2025-05-09
117,Helene Braun,,,https://www.coindesk.com/author/helene-braun,2025-05-09
118,Bettors Lose Millions Predicting the New Pope as Polymarket Edge Fizzles Out,,,https://www.coindesk.com/markets/2025/05/09/bettors-lose-millions-predicting-the-new-pope-as-polymarket-edge-fizzles-out,2025-05-09
119,Market Maker Flowdesk Expands Capital Market Offerings With New Institutional Credit Desk,,,https://www.coindesk.com/markets/2025/05/09/market-maker-flowdesk-expands-capital-market-offerings-with-new-institutional-credit-desk,2025-05-09
120,"DOGE, XRP, ETH, SOL Follow Bitcoin Through the Cloud as Altcoin Momentum Builds",,,https://www.coindesk.com/markets/2025/05/09/from-bitcoin-topping-cloud-to-doge-xrp-eth-sol-catching-up-momentum-builds-in-the-altcoin-sector,2025-05-09
121,Bitcoin Miner MARA Stock Surges Despite Earnings Miss as Analysts Applaud Cost Cutting,,,https://www.coindesk.com/business/2025/05/09/bitcoin-miner-mara-stock-surges-despite-earnings-miss-as-analysts-applaud-cost-cutting,2025-05-09
122,Aoyon Ashraf,,,https://www.coindesk.com/author/aoyon-ashraf,2025-05-09
123,Trump Family Profited $320M on Memecoin Despite 87% Decline Since Day One,,,https://www.coindesk.com/business/2025/05/09/trump-family-profited-usd320m-on-memecoin-despite-87-decline-since-day-one,2025-05-09
124,Meta Is Looking to Enter Red-Hot Stablecoin Market: Fortune,,,https://www.coindesk.com/business/2025/05/08/meta-is-looking-to-deploy-stablecoin-to-manage-payouts-fortune,2025-05-09
125,Superstate Expands Into Tokenized Equities; SOL Strategies to Be First Listing,,,https://www.coindesk.com/business/2025/05/08/superstate-expands-into-tokenized-equities-sol-strategies-to-be-first-listing,2025-05-09
126,Sei Wants to Cut Cosmos Compatibility and Go All-In on Ethereum,,,https://www.coindesk.com/tech/2025/05/08/sei-wants-to-cut-cosmos-compatibility-and-go-all-in-on-ethereum,2025-05-09
127,Tim Craig,,,https://www.coindesk.com/author/tim-craig,2025-05-09
128,The Protocol: Ethereum’s Pectra Upgrade Finally Goes Live,,,https://www.coindesk.com/tech/2025/05/07/the-protocol-ethereum-s-pectra-upgrade-finally-goes-live,2025-05-09
129,Why One of Uniswap DAO’s Most Outspoken Members Just Walked Away in Frustration,,,https://www.coindesk.com/tech/2025/05/07/why-one-of-uniswap-dao-most-outspoken-members-just-walked-away-in-frustration,2025-05-09
130,"Ethereum Activates ‘Pectra’ Upgrade, Raising Max Stake to 2,048 ETH",,,https://www.coindesk.com/tech/2025/05/07/ethereum-activates-pectra-upgrade-raising-max-stake-to-2048-eth,2025-05-09
131,Samourai Wallet Prosecutors Say Delayed FinCEN Disclosure Wasn’t a Brady Violation,,,https://www.coindesk.com/policy/2025/05/09/samourai-wallet-prosecutors-say-delayed-fincen-disclosure-wasn-t-a-brady-violation,2025-05-09
132,Cheyenne Ligon,,,https://www.coindesk.com/author/cheyenne-ligon,2025-05-09
133,Gemini Secures MiFID II License From Malta to Offer Derivatives in EEA,,,https://www.coindesk.com/policy/2025/05/09/gemini-secures-mifid-ii-license-from-malta-to-offer-derivatives-in-eea,2025-05-09
134,"SEC, Ripple Ink $50M Settlement Agreement, Ask NY Judge for Green Light",,,https://www.coindesk.com/policy/2025/05/08/sec-ripple-ink-usd50m-settlement-agreement-ask-ny-judge-for-green-light,2025-05-09
135,Celsius Founder Alex Mashinsky Sentenced to 12 Years in Prison for Fraud,,,https://www.coindesk.com/policy/2025/05/08/celsius-founder-alex-mashinsky-sentenced-to-12-years-in-prison-for-fraud,2025-05-09
